speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
soulap1,Queltehue común,Vanellus chilensis,L50713726,"1331 Regidor Gustavo Binder, Osorno, Los Lagos, CL (-40,598, -73,101)",2025-07-29 22:42,2.0,-40.5978377,-73.1013386,True,False,True,S263754431,
brnowl,Lechuza,Tyto furcata,L50713726,"1331 Regidor Gustavo Binder, Osorno, Los Lagos, CL (-40,598, -73,101)",2025-07-29 22:42,1.0,-40.5978377,-73.1013386,True,False,True,S263754431,
rucspa1,Chincol,Zonotrichia capensis,L8304582,"Conjunto Los Ceibos, Viña del Mar",2025-07-29 21:47,1.0,-33.0142822,-71.5517172,True,False,True,S263701971,
bcnher,Huairavo común,Nycticorax nycticorax,L50704827,"661 Cerro Tronador, Chiguayante, Bío Bío, CL (-36.942, -73.025)",2025-07-29 18:35,3.0,-36.9422931,-73.0247112,True,False,True,S263715038,
calqua,Codorniz,Callipepla californica,L30708017,Portezuelo conexión Renca-Quilicura,2025-07-29 18:30,1.0,-33.3917945,-70.7233454,True,False,False,S264010088,N
burowl,Pequén,Athene cunicularia,L30708017,Portezuelo conexión Renca-Quilicura,2025-07-29 18:30,2.0,-33.3917945,-70.7233454,True,False,False,S264010088,
grhowl2,Tucúquere,Bubo magellanicus,L6462614,PN Bosque Fray Jorge--Administración,2025-07-29 18:19,3.0,-30.6749726,-71.6352126,True,False,False,S263685333,
aupowl1,Chuncho austral,Glaucidium nana,L6462614,PN Bosque Fray Jorge--Administración,2025-07-29 18:19,1.0,-30.6749726,-71.6352126,True,False,False,S263685333,
dustap1,Churrín del norte,Scytalopus fuscus,L6462614,PN Bosque Fray Jorge--Administración,2025-07-29 18:19,1.0,-30.6749726,-71.6352126,True,False,False,S263685333,
austhr1,Zorzal patagónico,Turdus falcklandii,L28613975,"Almirante Grau 2719, Quilpué CL-Región de Valparaíso (-33.0718,-71.4162)",2025-07-29 18:16,1.0,-33.071847,-71.416238,True,False,True,S263678147,
ausbla1,Tordo,Curaeus curaeus,L28613975,"Almirante Grau 2719, Quilpué CL-Región de Valparaíso (-33.0718,-71.4162)",2025-07-29 18:16,2.0,-33.071847,-71.416238,True,False,True,S263678147,
kelgul,Gaviota dominicana,Larus dominicanus,L49513798,Bodenor Ingram,2025-07-29 18:03,600.0,-33.3837176,-70.7675039,True,True,True,S263673936,
ameoys,Pilpilén común,Haematopus palliatus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,8.0,-36.7294982,-73.0922676,True,False,False,S263691852,
colplo1,Chorlo de collar,Anarhynchus collaris,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,3.0,-36.7294982,-73.0922676,True,False,False,S263691852,
whimbr,Zarapito común,Numenius phaeopus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,2.0,-36.7294982,-73.0922676,True,False,False,S263691852,
silgre1,Blanquillo,Podiceps occipitalis,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,21.0,-36.7294982,-73.0922676,True,False,False,S263691852,
perboo1,Piquero de Humboldt,Sula variegata,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,1.0,-36.7294982,-73.0922676,True,False,False,S263691852,
greegr,Garza grande,Ardea alba,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,1.0,-36.7294982,-73.0922676,True,False,False,S263691852,
blkvul,Jote de cabeza negra,Coragyps atratus,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,3.0,-36.7294982,-73.0922676,True,False,False,S263691852,
turvul,Jote de cabeza colorada,Cathartes aura,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,1.0,-36.7294982,-73.0922676,True,False,False,S263691852,
chicar1,Tiuque,Daptrius chimango,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,1.0,-36.7294982,-73.0922676,True,False,False,S263691852,
corpip1,Bailarín chico común,Anthus correndera,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,2.0,-36.7294982,-73.0922676,True,False,False,S263691852,
gryfin1,Chirihue común,Sicalis luteola,L12050710,Complejo Humedal Rocuant-Andalién--Playa Isla Los Reyes,2025-07-29 17:53,1.0,-36.7294982,-73.0922676,True,False,False,S263691852,
bkfibi1,Bandurria común,Theristicus melanopis,L24797075,Frutillar Bajo,2025-07-29 17:52,,-41.1375266,-73.0268998,True,False,False,S263675367,
dabcin1,Churrete patagónico,Cinclodes patagonicus,L24797075,Frutillar Bajo,2025-07-29 17:52,1.0,-41.1375266,-73.0268998,True,False,False,S263675367,
rocpig,Paloma doméstica,Columba livia,L50719009,"91 Esmeralda, Puerto Montt, Los Lagos, CL (-41.473, -72.929)",2025-07-29 17:48,3.0,-41.4729372,-72.9294263,True,False,True,S263781791,N
rinkin1,Martín pescador,Megaceryle torquata,L44273902,"Ruta V-630, Los Muermos",2025-07-29 17:48,1.0,-41.455369,-73.528328,True,False,True,S263961542,
snoegr,Garza chica,Egretta thula,L20473017,Universidad de Concepción--Campus Chillán,2025-07-29 17:36,2.0,-36.595976,-72.0841944,True,False,False,S263673229,
slbpar1,Choroy,Enicognathus leptorhynchus,L50694292,"S-465, Freire, Araucanía, CL (-38.945, -72.54)",2025-07-29 17:36,167.0,-38.9446909,-72.5404576,True,True,True,S263669961,
tuttyr1,Cachudito común,Anairetes parulus,L20473017,Universidad de Concepción--Campus Chillán,2025-07-29 17:36,2.0,-36.595976,-72.0841944,True,False,False,S263673229,
houwre4,Chercán común,Troglodytes musculus,L20473017,Universidad de Concepción--Campus Chillán,2025-07-29 17:36,1.0,-36.595976,-72.0841944,True,False,False,S263673229,
rucdot1,Chorlo chileno,Zonibyx modestus,L10559998,Canal El Morro--Desembocadura,2025-07-29 17:35,73.0,-36.7233074,-73.1026922,True,False,False,S263691423,
hudgod,Zarapito de pico recto,Limosa haemastica,L10559998,Canal El Morro--Desembocadura,2025-07-29 17:35,1.0,-36.7233074,-73.1026922,True,False,False,S263691423,
neocor,Yeco,Nannopterum brasilianum,L10559998,Canal El Morro--Desembocadura,2025-07-29 17:35,33.0,-36.7233074,-73.1026922,True,False,False,S263691423,
yebpin1,Pato jergón grande,Anas georgica,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,2.0,-29.8941867,-71.2610757,True,False,True,S263673412,
yebtea1,Pato jergón chico,Anas flavirostris,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,4.0,-29.8941867,-71.2610757,True,False,True,S263673412,
pigdov1,Tortolita cuyana,Columbina picui,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,3.0,-29.8941867,-71.2610757,True,False,True,S263673412,
wepdov1,Paloma de alas blancas,Zenaida meloda,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,1.0,-29.8941867,-71.2610757,True,False,True,S263673412,
eardov1,Tórtola,Zenaida auriculata,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,1.0,-29.8941867,-71.2610757,True,False,True,S263673412,
grbfir1,Picaflor chico,Sephanoides sephaniodes,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,2.0,-29.8941867,-71.2610757,True,False,True,S263673412,
oashum1,Picaflor del norte,Rhodopis vesper,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,4.0,-29.8941867,-71.2610757,True,False,True,S263673412,
plurai1,Pidén común,Pardirallus sanguinolentus,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,1.0,-29.8941867,-71.2610757,True,False,True,S263673412,
refcoo1,Tagua de frente roja,Fulica rufifrons,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,2.0,-29.8941867,-71.2610757,True,False,True,S263673412,
regcoo1,Tagua común,Fulica armillata,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,4.0,-29.8941867,-71.2610757,True,False,True,S263673412,
dafgrt1,Dormilona tontita,Muscisaxicola maclovianus,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,4.0,-29.8941867,-71.2610757,True,False,True,S263673412,
pattyr2,Viudita,Colorhamphus parvirostris,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,1.0,-29.8941867,-71.2610757,True,False,True,S263673412,
shicow,Mirlo común,Molothrus bonariensis,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,30.0,-29.8941867,-71.2610757,True,False,True,S263673412,
yewbla2,Trile,Agelasticus thilius,L42214155,"205 Federico Arcos, Coquimbo, Coquimbo, CL (-29.894, -71.261)",2025-07-29 17:31,60.0,-29.8941867,-71.2610757,True,False,True,S263673412,
spwpig3,Paloma manchada,Patagioenas maculosa,L1048923,Molinos,2025-07-29 17:15,6.0,-18.3821935,-69.9457765,True,False,False,S263671835,
crgdov1,Tortolita quiguagua,Columbina cruziana,L1048923,Molinos,2025-07-29 17:15,4.0,-18.3821935,-69.9457765,True,False,False,S263671835,
andswi1,Vencejo chico,Aeronautes andecolus,L1048923,Molinos,2025-07-29 17:15,3.0,-18.3821935,-69.9457765,True,False,False,S263671835,
hrshaw,Peuco,Parabuteo unicinctus,L1048923,Molinos,2025-07-29 17:15,1.0,-18.3821935,-69.9457765,True,False,False,S263671835,
pepowl1,Chuncho del norte,Glaucidium peruanum,L1048923,Molinos,2025-07-29 17:15,1.0,-18.3821935,-69.9457765,True,False,False,S263671835,
amekes,Cernícalo,Falco sparverius,L1048923,Molinos,2025-07-29 17:15,3.0,-18.3821935,-69.9457765,True,False,False,S263671835,
verfly,Saca-tu-real,Pyrocephalus rubinus,L1048923,Molinos,2025-07-29 17:15,3.0,-18.3821935,-69.9457765,True,False,False,S263671835,
bawswa1,Golondrina de dorso negro,Pygochelidon cyanoleuca,L1048923,Molinos,2025-07-29 17:15,7.0,-18.3821935,-69.9457765,True,False,False,S263671835,
blnswa2,Cisne de cuello negro,Cygnus melancoryphus,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,5.0,-36.746783,-73.077892,True,False,True,S263691320,
cosswa1,Cisne coscoroba,Coscoroba coscoroba,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,6.0,-36.746783,-73.077892,True,False,True,S263691320,
greyel,Pitotoy grande,Tringa melanoleuca,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,2.0,-36.746783,-73.077892,True,False,True,S263691320,
whtgre3,Pimpollo común,Rollandia rolland,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,2.0,-36.746783,-73.077892,True,False,True,S263691320,
whfibi,Cuervo de pantano común,Plegadis chihi,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,30.0,-36.746783,-73.077892,True,False,True,S263691320,
categr1,Garza bueyera,Ardea ibis,L9302170,"Villa Parque Austral, Osorno, Región de los Lagos, CL (-40.586, -73.113)",2025-07-29 17:13,9.0,-40.5858874,-73.1131691,True,False,True,S263670747,
auspar1,Cachaña,Enicognathus ferrugineus,L9302170,"Villa Parque Austral, Osorno, Región de los Lagos, CL (-40.586, -73.113)",2025-07-29 17:13,21.0,-40.5858874,-73.1131691,True,False,True,S263670747,
ausneg1,Colegial austral,Lessonia rufa,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,3.0,-36.746783,-73.077892,True,False,True,S263691320,
chiswa1,Golondrina chilena,Tachycineta leucopyga,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,3.0,-36.746783,-73.077892,True,False,True,S263691320,
houspa,Gorrión,Passer domesticus,L9302170,"Villa Parque Austral, Osorno, Región de los Lagos, CL (-40.586, -73.113)",2025-07-29 17:13,3.0,-40.5858874,-73.1131691,True,False,True,S263670747,N
lotmea1,Loica común,Leistes loyca,L36612988,"Canal Almirante Neff, Talcahuano CL-Región del Biobío",2025-07-29 17:13,1.0,-36.746783,-73.077892,True,False,True,S263691320,
cintea,Pato colorado,Spatula cyanoptera,L15595235,Estero Zamorano--altura pastizal,2025-07-29 17:11,6.0,-34.4481193,-71.0792654,True,False,False,S263670207,
chiwig1,Pato real,Mareca sibilatrix,L15595235,Estero Zamorano--altura pastizal,2025-07-29 17:11,25.0,-34.4481193,-71.0792654,True,False,False,S263670207,
spfgal1,Tagüita común,Porphyriops melanops,L15595235,Estero Zamorano--altura pastizal,2025-07-29 17:11,3.0,-34.4481193,-71.0792654,True,False,False,S263670207,
whtkit,Bailarín,Elanus leucurus,L15595235,Estero Zamorano--altura pastizal,2025-07-29 17:11,1.0,-34.4481193,-71.0792654,True,False,False,S263670207,
buwcin1,Churrete acanelado,Cinclodes fuscus,L15595235,Estero Zamorano--altura pastizal,2025-07-29 17:11,1.0,-34.4481193,-71.0792654,True,False,False,S263670207,
moutur1,Turca,Pteroptochos megapodius,L18882371,Cerro Minillas--Bosque Sur,2025-07-29 17:09,1.0,-33.5636201,-70.5124953,True,False,False,S263665246,
fiediu1,Diucón,Pyrope pyrope,L18882371,Cerro Minillas--Bosque Sur,2025-07-29 17:09,1.0,-33.5636201,-70.5124953,True,False,False,S263665246,
chimoc1,Tenca chilena,Mimus thenca,L18882371,Cerro Minillas--Bosque Sur,2025-07-29 17:09,3.0,-33.5636201,-70.5124953,True,False,False,S263665246,
gyhsif1,Cometocino de Gay,Phrygilus gayi,L18882371,Cerro Minillas--Bosque Sur,2025-07-29 17:09,1.0,-33.5636201,-70.5124953,True,False,False,S263665246,
chipig2,Torcaza,Patagioenas araucana,L27952856,Mirador Cachuditos,2025-07-29 17:00,4.0,-38.7187586,-72.6539639,True,False,True,S263668586,
chifli1,Pitío austral,Colaptes pitius,L27952856,Mirador Cachuditos,2025-07-29 17:00,2.0,-38.7187586,-72.6539639,True,False,True,S263668586,
blcsis2,Jilguero austral,Spinus barbatus,L27952856,Mirador Cachuditos,2025-07-29 17:00,1.0,-38.7187586,-72.6539639,True,False,True,S263668586,
monpar,Cotorra,Myiopsitta monachus,L980718,Cerro Santa Lucía - Huelén,2025-07-29 16:59,3.0,-33.4404349,-70.6435999,True,False,False,S263835740,N
creduc1,Pato juarjual,Lophonetta specularioides,L17356805,Río Natales--Desembocadura,2025-07-29 16:57,8.0,-51.7220404,-72.5085318,True,False,False,S263672970,
dolgul2,Gaviota austral,Leucophaeus scoresbii,L17356805,Río Natales--Desembocadura,2025-07-29 16:57,8.0,-51.7220404,-72.5085318,True,False,False,S263672970,
impcor1,Cormorán imperial,Leucocarbo atriceps,L17356805,Río Natales--Desembocadura,2025-07-29 16:57,63.0,-51.7220404,-72.5085318,True,False,False,S263672970,
y00678,Traro,Caracara plancus,L17356805,Río Natales--Desembocadura,2025-07-29 16:57,9.0,-51.7220404,-72.5085318,True,False,False,S263672970,
perfal,Halcón peregrino,Falco peregrinus,L17356805,Río Natales--Desembocadura,2025-07-29 16:57,1.0,-51.7220404,-72.5085318,True,False,False,S263672970,
chitin1,Perdiz chilena,Nothoprocta perdicaria,L49461295,Potrero cercano a la PTAS San Clemente,2025-07-29 16:49,3.0,-35.5233019,-71.5196648,True,False,True,S263670396,
musduc,Pato criollo,Cairina moschata,L3679772,Canal Ifarle,2025-07-29 16:46,1.0,-36.7461661,-73.0837101,True,True,False,S263691022,X
mallar3,Pato de collar,Anas platyrhynchos,L3679772,Canal Ifarle,2025-07-29 16:46,3.0,-36.7461661,-73.0837101,True,True,False,S263691022,X
brhgul2,Gaviota cáhuil,Chroicocephalus maculipennis,L3679772,Canal Ifarle,2025-07-29 16:46,1.0,-36.7461661,-73.0837101,True,False,False,S263691022,
gregre1,Huala,Podiceps major,L50692188,"Acceso Playa Lago Pellaifa, Panguipulli, Los Ríos, CL (-39.599, -71.978)",2025-07-29 16:42,2.0,-39.598543,-71.9778009,True,False,True,S263661702,
pmtspi1,Tijeral común,Leptasthenura aegithaloides,L39145187,"1730 Acceso Edificio, San Pedro de la Paz, Bío Bío, CL (-36.846, -73.105)",2025-07-29 16:35,1.0,-36.8455078,-73.1051421,True,False,True,S263661761,
rebhaw2,Aguilucho común,Geranoaetus polyosoma,L5242315,COOPERATIVA LAS GAVIOTAS VALLE DE LLUTA,2025-07-29 16:30,1.0,-18.4087721,-70.1425982,True,False,True,S263659697,
sheowl,Nuco,Asio flammeus,L50762257,"Ruta V-630-1, Los Muermos",2025-07-29 16:30,1.0,-41.452549,-73.51427,True,False,True,S263961350,
permea1,Loica peruana,Leistes bellicosus,L5242315,COOPERATIVA LAS GAVIOTAS VALLE DE LLUTA,2025-07-29 16:30,2.0,-18.4087721,-70.1425982,True,False,True,S263659697,
whwcoo1,Tagua chica,Fulica leucoptera,L9748180,Laguna Lo Galindo,2025-07-29 16:26,7.0,-36.7990402,-73.041114,True,False,False,S263667959,
rutpla1,Rara,Phytotoma rara,L9748180,Laguna Lo Galindo,2025-07-29 16:26,3.0,-36.7990402,-73.041114,True,False,False,S263667959,
perpel1,Pelícano de Humboldt,Pelecanus thagus,L10997526,Playa Caleta Abarca,2025-07-29 16:13,3.0,-33.0226968,-71.5691879,True,False,False,S263688895,
cocher1,Garza cuca,Ardea cocoi,L49842972,Sector 19 Mirador de Triles RENAMU,2025-07-29 16:11,1.0,-33.5852413,-70.8903001,True,False,True,S263659158,
bcbeag1,Águila,Geranoaetus melanoleucus,L49842972,Sector 19 Mirador de Triles RENAMU,2025-07-29 16:11,1.0,-33.5852413,-70.8903001,True,False,True,S263659158,
uplgoo1,Caiquén,Chloephaga picta,L25962328,Estancia La Reina,2025-07-29 16:09,5.0,-52.7622891,-71.3562039,True,False,True,S264040389,
aplfal,Halcón perdiguero,Falco femoralis,L25962328,Estancia La Reina,2025-07-29 16:09,1.0,-52.7622891,-71.3562039,True,False,True,S264040389,
bknsti,Perrito,Himantopus mexicanus,L22214961,Humedal Urbano  Maipú de O'Higgins,2025-07-29 16:05,3.0,-36.6219898,-72.1444534,True,False,False,S263667503,
pibgre,Picurio,Podilymbus podiceps,L22214961,Humedal Urbano  Maipú de O'Higgins,2025-07-29 16:05,2.0,-36.6219898,-72.1444534,True,False,False,S263667503,
wrlrus1,Trabajador,Phleocryptes melanops,L22214961,Humedal Urbano  Maipú de O'Higgins,2025-07-29 16:05,2.0,-36.6219898,-72.1444534,True,False,False,S263667503,
pershe2,Picaflor de Cora,Thaumastura cora,L719036,Valle de Azapa--Santuario del Picaflor,2025-07-29 16:00,,-18.5318936,-70.1666683,True,False,False,S263735479,
cinhar1,Vari ceniciento,Circus cinereus,L35988573,"302 Camilo Henriquez, Freirina, Atacama, CL (-28,506, -71,092)",2025-07-29 16:00,1.0,-28.5057495,-71.0918019,True,False,True,S265876207,
cincon1,Comesebo chico,Conirostrum cinereum,L719036,Valle de Azapa--Santuario del Picaflor,2025-07-29 16:00,2.0,-18.5318936,-70.1666683,True,False,False,S263735479,
blaoys1,Pilpilén negro,Haematopus ater,L5725672,Castillo Wulff,2025-07-29 15:57,2.0,-33.0193831,-71.5649297,True,False,False,S263656872,
grygul,Gaviota garuma,Leucophaeus modestus,L5725672,Castillo Wulff,2025-07-29 15:57,36.0,-33.0193831,-71.5649297,True,False,False,S263656872,
relcor1,Lile,Poikilocarbo gaimardi,L5725672,Castillo Wulff,2025-07-29 15:57,36.0,-33.0193831,-71.5649297,True,False,False,S263656872,
guacor1,Guanay,Leucocarbo bougainvilliorum,L5725672,Castillo Wulff,2025-07-29 15:57,230.0,-33.0193831,-71.5649297,True,False,False,S263656872,
gyfcin1,Churrete chico,Cinclodes oustaleti,L5725672,Castillo Wulff,2025-07-29 15:57,1.0,-33.0193831,-71.5649297,True,False,False,S263656872,
strwoo6,Carpinterito,Dryobates lignarius,L5853199,Universidad de Concepción--Laguna Los Patos,2025-07-29 15:52,1.0,-36.8282722,-73.0360985,True,False,False,S263657859,
giahum1,Picaflor gigante,Patagona gigas,L5458420,Estancia Yerba Buena,2025-07-29 15:44,1.0,-29.5729946,-71.299682,True,False,False,S263656310,
whttap1,Tapaculo,Scelorchilus albicollis,L5458420,Estancia Yerba Buena,2025-07-29 15:44,1.0,-29.5729946,-71.299682,True,False,False,S263656310,
btsfin1,Platero,Rhopospina alaudina,L5458420,Estancia Yerba Buena,2025-07-29 15:44,6.0,-29.5729946,-71.299682,True,False,False,S263656310,
pasfin1,Cometocino patagónico,Phrygilus patagonicus,L11282604,Hotel Lago Grey - Torres del Paine,2025-07-29 15:14,2.0,-51.1239296,-73.1256331,True,False,False,S264563428,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,1.0,-53.233989,-70.6777954,True,False,False,S263828028,
magpen1,Pingüino de Magallanes,Spheniscus magellanicus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,10.0,-53.233989,-70.6777954,True,False,False,S263828028,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,4.0,-53.233989,-70.6777954,True,False,False,S263828028,
angpet1,Petrel gigante antártico,Macronectes giganteus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,4.0,-53.233989,-70.6777954,True,False,False,S263828028,
souful1,Petrel plateado austral,Fulmarus glacialoides,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,20.0,-53.233989,-70.6777954,True,False,False,S263828028,
madpet1,Yunco de Magallanes,Pelecanoides magellani,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2025-07-29 14:37,3.0,-53.233989,-70.6777954,True,False,False,S263828028,
brcfly3,Cazamoscas de pico chato,Myiophobus rufescens,L719036,Valle de Azapa--Santuario del Picaflor,2025-07-29 14:22,1.0,-18.5318936,-70.1666683,True,False,False,S263648047,
slbfin3,Pizarrita,Xenospingus concolor,L719036,Valle de Azapa--Santuario del Picaflor,2025-07-29 14:22,7.0,-18.5318936,-70.1666683,True,False,False,S263648047,
codfin1,Diuca común,Diuca diuca,L50688027,Rojan (Las Estrellas),2025-07-29 14:16,2.0,-33.4930116,-70.5251313,True,False,True,S263646414,
twbplo1,Chorlo de doble collar,Anarhynchus falklandicus,L993515,Río Huenchullami--Desembocadura,2025-07-29 14:10,1.0,-35.1189257,-72.2085857,True,False,False,S263828892,
truter,Gaviotín piquerito,Sterna trudeaui,L993515,Río Huenchullami--Desembocadura,2025-07-29 14:10,156.0,-35.1189257,-72.2085857,True,True,False,S263828892,
mcrtyr1,Siete colores,Tachuris rubrigastra,L10888039,La Cachina,2025-07-29 14:03,4.0,-28.4505212,-71.1961591,True,False,True,S263648796,
libher,Garza azul,Egretta caerulea,L505082,Huasco Bajo - puente,2025-07-29 13:44,1.0,-28.4709171,-71.1776733,True,False,False,S263633527,
snoplo5,Chorlo nevado,Anarhynchus nivosus,L31316528,Playa,2025-07-29 13:43,17.0,-28.45577,-71.20912,True,False,True,S263868317,
speduc2,Pato anteojillo,Speculanas specularis,L1033501,PN Torres del Paine--Río Grey,2025-07-29 13:36,7.0,-51.1860895,-73.0160719,True,False,False,S264563569,
magoys1,Pilpilén austral,Haematopus leucopodus,L52250726,Puerto Williams. Ukika,2025-07-29 13:30,2.0,-54.9330959,-67.5921496,True,False,True,S270655358,
semplo,Chorlo semipalmado,Charadrius semipalmatus,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,1.0,-18.4907641,-70.3291285,True,False,False,S263737531,
willet1,Playero grande,Tringa semipalmata,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,30.0,-18.4907641,-70.3291285,True,False,False,S263737531,
rudtur,Playero vuelvepiedras,Arenaria interpres,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,50.0,-18.4907641,-70.3291285,True,False,False,S263737531,
surfbi,Playero de las rompientes,Calidris virgata,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,6.0,-18.4907641,-70.3291285,True,False,False,S263737531,
baisan,Playero de Baird,Calidris bairdii,L516540,Río Huasco--Desembocadura,2025-07-29 13:30,1.0,-28.4481664,-71.2002039,True,False,False,S263862355,
andgul1,Gaviota andina,Chroicocephalus serranus,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,,-18.4907641,-70.3291285,True,False,False,S263737531,
belgul,Gaviota peruana,Larus belcheri,L571538,Hoteles Arica y Apacheta,2025-07-29 13:30,,-18.4907641,-70.3291285,True,False,False,S263737531,
whcpin,Pato gargantillo,Anas bahamensis,L22420601,Complejo Humedal Rocuant-Andalién--Aeropuerto,2025-07-29 13:26,12.0,-36.7522689,-73.0652064,True,False,False,S263635983,
soasni3,Becacina común,Gallinago magellanica,L22420601,Complejo Humedal Rocuant-Andalién--Aeropuerto,2025-07-29 13:26,8.0,-36.7522689,-73.0652064,True,False,False,S263635983,
sedwre,Chercán de las vegas,Cistothorus platensis,L22420601,Complejo Humedal Rocuant-Andalién--Aeropuerto,2025-07-29 13:26,1.0,-36.7522689,-73.0652064,True,False,False,S263635983,
blkski,Rayador,Rynchops niger,L50709610,"Costanera Sur, Arica CL-Arica y Parinacota Region (-18.5259,-70.3213)",2025-07-29 13:15,,-18.525888,-70.321269,True,False,True,S263737003,
kelgoo1,Caranca,Chloephaga hybrida,L22344367,"Bahia Yendegaia, Chile",2025-07-29 12:50,4.0,-54.865996,-68.690936,True,False,True,S263668531,
flistd1,Quetru no volador,Tachyeres pteneres,L22344367,"Bahia Yendegaia, Chile",2025-07-29 12:50,1.0,-54.865996,-68.690936,True,False,True,S263668531,
whtcar1,Carancho de garganta blanca,Daptrius albogularis,L22344367,"Bahia Yendegaia, Chile",2025-07-29 12:50,1.0,-54.865996,-68.690936,True,False,True,S263668531,
thtray1,Rayadito,Aphrastura spinicauda,L22344367,"Bahia Yendegaia, Chile",2025-07-29 12:50,2.0,-54.865996,-68.690936,True,False,True,S263668531,
ashgoo1,Canquén común,Chloephaga poliocephala,L7988120,"Leñadura, Nuestra casa",2025-07-29 12:35,3.0,-53.2145727,-70.9476647,True,False,True,S263765852,
whcela1,Fío-fío,Elaenia albiceps,L25444525,"Teniente Luis Cruz Martínez, San Antonio, Valparaíso, CL (-33.642, -71.626)",2025-07-29 12:35,1.0,-33.6417934,-71.6263924,True,True,True,S263628392,
andcon1,Cóndor,Vultur gryphus,L4791985,Alto del Naranjo,2025-07-29 12:31,2.0,-33.393756,-70.4519105,True,False,False,S263871163,
rubmin1,Minero cordillerano,Geositta rufipennis,L4791985,Alto del Naranjo,2025-07-29 12:31,4.0,-33.393756,-70.4519105,True,False,False,S263871163,
crachi1,Chiricoca,Ochetorhynchus melanurus,L4791985,Alto del Naranjo,2025-07-29 12:31,5.0,-33.393756,-70.4519105,True,False,False,S263871163,
